REFERENCE_NUMBER,NUMBER_OF_VEHICLES,FULL_DATE,FULL_TIME,ROAD_CLASS,ROAD_SURFACE_CODE,LIGHTING_CODE,WEATHER_CODE,CASUALTY_NUMBER,CASUALTY_CLASS,SEX_OF_CASUALTY,AGE_OF_CASUALTY,CASUALTY_SEVERITY,VEHICLE_1,VEHICLE_2,VEHICLE_3,VEHICLE_4,VEHICLE_5,VEHICLE_6,VEHICLE_7,VEHICLE_8,VEHICLE_9,VEHICLE_10
74B2807,1,11/04/2020,2100,6,1,4,1,3,2,2,20,3,9,0,0,0,0,0,0,0,0,0
74D1800,2,13/04/2020,2020,6,1,4,1,1,1,1,19,3,9,1,0,0,0,0,0,0,0,0
74E0031,1,14/04/2020,26,3,1,4,1,1,1,1,19,3,9,0,0,0,0,0,0,0,0,0
74E1710,2,14/04/2020,1722,6,1,1,1,1,1,1,24,3,19,1,0,0,0,0,0,0,0,0
74E2538,2,14/04/2020,1830,6,1,1,1,1,1,2,37,3,9,1,0,0,0,0,0,0,0,0
74F0855,2,15/04/2020,1328,6,1,1,1,1,1,2,56,3,9,9,0,0,0,0,0,0,0,0
74F1806,1,15/04/2020,1820,6,1,1,1,1,3,2,22,3,9,0,0,0,0,0,0,0,0,0
74F1874,1,15/04/2020,1145,3,1,1,1,1,3,2,70,3,9,0,0,0,0,0,0,0,0,0
74F1974,2,15/04/2020,1900,3,1,1,1,1,1,1,26,2,1,9,0,0,0,0,0,0,0,0
74G0567,2,16/04/2020,1050,6,1,1,1,1,1,1,24,3,19,9,0,0,0,0,0,0,0,0
74G1327,2,16/04/2020,1540,3,1,1,8,1,1,1,55,3,9,9,0,0,0,0,0,0,0,0
74G1327,2,16/04/2020,1540,3,1,1,8,2,2,2,46,3,9,9,0,0,0,0,0,0,0,0
74G1327,2,16/04/2020,1540,3,1,1,8,3,2,2,10,3,9,9,0,0,0,0,0,0,0,0
74H0477,2,17/04/2020,1000,6,1,1,1,1,1,2,36,3,9,9,0,0,0,0,0,0,0,0
74H1116,2,17/04/2020,1518,4,1,1,1,1,1,1,44,3,9,1,0,0,0,0,0,0,0,0
74H1366,2,17/04/2020,1649,6,1,1,1,1,1,1,39,3,9,9,0,0,0,0,0,0,0,0
74H1439,2,17/04/2020,1717,6,1,1,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
74H1611,2,18/04/2020,1811,3,1,1,1,1,1,1,38,2,9,3,0,0,0,0,0,0,0,0
74J0397,2,19/04/2020,934,6,1,1,1,1,1,1,17,3,4,9,0,0,0,0,0,0,0,0
74J1395,2,19/04/2020,20,6,1,6,1,1,1,1,51,2,4,1,0,0,0,0,0,0,0,0
74K1730,2,20/04/2020,1900,6,1,1,1,1,1,1,49,3,19,1,0,0,0,0,0,0,0,0
74K1924,2,20/04/2020,1320,6,1,1,1,1,1,2,65,3,9,1,0,0,0,0,0,0,0,0
74L0864,2,21/04/2020,1400,6,1,1,1,1,1,1,60,2,9,1,0,0,0,0,0,0,0,0
74L1355,1,22/04/2020,1705,3,1,1,1,1,1,1,41,2,1,0,0,0,0,0,0,0,0,0
74L1836,1,21/04/2020,0,6,1,4,1,1,2,1,23,3,9,0,0,0,0,0,0,0,0,0
74O0434,2,24/04/2020,1005,6,1,1,1,1,1,2,38,3,9,9,0,0,0,0,0,0,0,0
74O0839,2,24/04/2020,1312,6,1,1,1,1,2,1,23,3,9,9,0,0,0,0,0,0,0,0
74O0839,2,24/04/2020,1312,6,1,1,1,2,1,1,59,3,9,9,0,0,0,0,0,0,0,0
74O0979,1,24/04/2020,1404,6,1,1,1,1,1,1,80,3,9,0,0,0,0,0,0,0,0,0
74O1252,2,24/04/2020,1528,3,1,1,1,1,1,1,36,3,9,1,0,0,0,0,0,0,0,0
74O1665,1,24/04/2020,1716,3,1,1,1,1,1,2,31,2,9,0,0,0,0,0,0,0,0,0
74O2026,2,24/04/2020,1900,6,1,1,1,1,1,2,68,3,9,1,0,0,0,0,0,0,0,0
74O2360,2,24/04/2020,2030,6,1,4,1,1,1,1,59,2,9,1,0,0,0,0,0,0,0,0
74P0944,2,25/04/2020,1340,6,1,1,1,1,1,2,24,3,9,9,0,0,0,0,0,0,0,0
74R1026,2,27/04/2020,1445,3,1,1,1,1,1,2,55,3,9,9,0,0,0,0,0,0,0,0
74R1026,2,27/04/2020,1445,3,1,1,1,2,2,1,13,3,9,9,0,0,0,0,0,0,0,0
74R1026,2,27/04/2020,1445,3,1,1,1,3,1,1,28,3,9,9,0,0,0,0,0,0,0,0
74S0071,4,28/04/2020,50,6,1,4,1,1,1,1,30,3,9,9,9,9,0,0,0,0,0,0
74S0071,4,28/04/2020,50,6,1,4,1,2,2,1,30,3,9,9,9,9,0,0,0,0,0,0
74T0213,2,29/04/2020,857,6,1,1,1,1,1,1,31,3,9,9,0,0,0,0,0,0,0,0
74T0743,2,29/04/2020,1407,3,1,1,1,1,1,2,52,3,10,9,0,0,0,0,0,0,0,0
74T1060,1,29/04/2020,1645,1,2,1,2,1,1,1,24,3,9,0,0,0,0,0,0,0,0,0
74U1243,3,30/04/2020,1656,3,1,1,1,1,1,1,45,3,9,1,9,0,0,0,0,0,0,0
7520377,1,02/05/2020,800,6,1,1,1,1,2,2,40,3,9,0,0,0,0,0,0,0,0,0
7520377,1,02/05/2020,800,6,1,1,1,2,2,1,30,3,9,0,0,0,0,0,0,0,0,0
7531070,1,03/05/2020,1430,6,1,1,1,1,3,2,25,3,9,0,0,0,0,0,0,0,0,0
7531206,2,02/05/2020,1600,3,1,1,1,1,1,1,52,3,9,1,0,0,0,0,0,0,0,0
7540464,2,04/05/2020,1105,3,1,1,1,1,1,1,45,3,1,21,0,0,0,0,0,0,0,0
7550899,2,05/05/2020,1440,3,1,1,1,1,1,1,18,3,21,1,0,0,0,0,0,0,0,0
7570298,2,07/05/2020,740,3,1,1,1,1,1,1,48,3,4,19,0,0,0,0,0,0,0,0
7570724,2,06/05/2020,1304,3,1,1,1,1,1,2,27,3,9,1,0,0,0,0,0,0,0,0
7571196,1,07/05/2020,1515,3,1,1,1,1,1,1,77,2,9,0,0,0,0,0,0,0,0,0
7581165,2,08/05/2020,1400,6,1,1,1,1,1,1,20,3,9,1,0,0,0,0,0,0,0,0
7582401,2,08/05/2020,1930,6,1,1,1,1,1,1,31,2,9,1,0,0,0,0,0,0,0,0
7CI0309,1,18/12/2020,905,6,1,1,1,2,3,2,13,3,9,0,0,0,0,0,0,0,0,0
7CI0686,2,18/12/2020,1309,6,2,1,1,1,1,1,26,3,9,9,0,0,0,0,0,0,0,0
7CI0686,2,18/12/2020,1309,6,2,1,1,2,1,1,66,3,9,9,0,0,0,0,0,0,0,0
7CI0686,2,18/12/2020,1309,6,2,1,1,3,2,2,66,3,9,9,0,0,0,0,0,0,0,0
7CI0726,1,18/12/2020,1330,6,2,1,1,1,3,1,18,3,9,0,0,0,0,0,0,0,0,0
7CI0746,1,18/12/2020,1440,3,2,1,2,1,3,1,14,3,9,0,0,0,0,0,0,0,0,0
7CI0979,1,18/12/2020,1550,5,2,1,1,1,1,1,24,3,4,0,0,0,0,0,0,0,0,0
7CJ0871,2,19/12/2020,1436,3,2,1,1,1,1,1,69,2,1,19,0,0,0,0,0,0,0,0
7CJ1380,2,19/12/2020,1727,3,2,4,2,1,1,2,74,3,9,9,0,0,0,0,0,0,0,0
7CJ1904,1,19/12/2020,2130,3,2,4,1,1,1,1,17,1,9,0,0,0,0,0,0,0,0,0
7CJ1904,1,19/12/2020,2130,3,2,4,1,2,2,1,17,2,9,0,0,0,0,0,0,0,0,0
7CJ1904,1,19/12/2020,2130,3,2,4,1,3,2,1,18,2,9,0,0,0,0,0,0,0,0,0
7CK1796,2,20/12/2020,2222,4,1,4,1,1,1,1,20,3,9,9,0,0,0,0,0,0,0,0
7CK1796,2,20/12/2020,2222,4,1,4,1,2,1,1,45,3,9,9,0,0,0,0,0,0,0,0
7CL0187,2,21/12/2020,600,2,2,4,2,1,1,1,24,3,3,9,0,0,0,0,0,0,0,0
7CM0575,2,22/12/2020,1214,3,2,1,1,1,2,2,41,3,9,9,0,0,0,0,0,0,0,0
7CM0874,2,22/12/2020,1540,6,1,1,1,1,2,1,0,3,9,9,0,0,0,0,0,0,0,0
7CM1588,1,22/12/2020,2100,3,2,4,1,1,2,1,26,1,9,0,0,0,0,0,0,0,0,0
7CM1588,1,22/12/2020,2100,3,2,4,1,2,1,1,18,2,9,0,0,0,0,0,0,0,0,0
7CM1588,1,22/12/2020,2100,3,2,4,1,3,2,1,15,2,9,0,0,0,0,0,0,0,0,0
7CM1588,1,22/12/2020,2100,3,2,4,1,4,2,1,21,2,9,0,0,0,0,0,0,0,0,0
7CN0588,1,23/12/2020,1130,4,2,1,2,1,3,2,31,3,19,0,0,0,0,0,0,0,0,0
7CN1043,2,23/12/2020,1719,3,2,4,2,1,1,1,25,3,9,1,0,0,0,0,0,0,0,0
7CO0316,2,24/12/2020,855,3,2,1,1,1,1,1,33,3,9,9,0,0,0,0,0,0,0,0
7CO0748,2,24/12/2020,1356,3,1,1,1,1,1,1,9,2,90,9,0,0,0,0,0,0,0,0
7CO0860,1,24/12/2020,1455,6,1,1,1,1,3,1,58,2,9,0,0,0,0,0,0,0,0,0
7CO1466,1,24/12/2020,2024,3,2,4,1,1,1,1,27,2,9,0,0,0,0,0,0,0,0,0
7CR1446,2,27/12/2020,2024,3,2,4,1,1,2,2,40,3,9,90,0,0,0,0,0,0,0,0
7CS0591,2,02/12/2020,1251,1,1,1,1,1,1,1,48,3,9,9,0,0,0,0,0,0,0,0
7CS1107,2,28/12/2020,1803,3,2,4,1,1,1,1,17,3,9,9,0,0,0,0,0,0,0,0
7CT0352,1,29/12/2020,917,1,3,1,3,1,1,2,41,3,9,0,0,0,0,0,0,0,0,0
7CT0593,2,29/12/2020,1150,3,2,1,1,1,2,1,28,3,9,9,0,0,0,0,0,0,0,0
7CT1343,2,28/12/2020,1623,6,1,1,1,1,1,2,36,3,17,9,0,0,0,0,0,0,0,0
7CU0246,2,30/12/2020,725,6,2,4,1,1,1,1,19,3,9,3,0,0,0,0,0,0,0,0
7CV0938,2,31/12/2020,1519,6,2,1,1,1,1,1,60,3,9,9,0,0,0,0,0,0,0,0
81B0899,1,31/12/2020,1900,6,1,4,1,1,3,1,47,2,9,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
